"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_step2_keyresp.rt","p_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_start.started","t_start.stopped","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","pl3_instructions_keyresp.keys","pl3_instructions_keyresp.rt","pl3_instructions_keyresp.duration","pl3_task_lickert.response","pl3_task_lickert.rt","pl3_task_keyresp.keys","pl3_task_keyresp.rt","pl3_task_keyresp.duration","pl3_task_confidence_lickert.response","pl3_task_confidence_lickert.rt","pl3_task_stimLeftBg","pl3_task_stimRightBg","pl3_task_stimLeft","pl3_task_stimRight","pl3_loop.thisRepN","pl3_loop.thisTrialN","pl3_loop.thisN","pl3_loop.thisIndex","pl3_loop.ran","pl4_instructions_keyresp.keys","pl4_instructions_keyresp.rt","pl4_instructions_keyresp.duration","pl4_task_lickert.response","pl4_task_lickert.rt","pl4_task_keyresp.keys","pl4_task_keyresp.rt","pl4_task_keyresp.duration","pl4_task_confidence_lickert.response","pl4_task_confidence_lickert.rt","pl4_task_stimLeft","pl4_task_stimRight","pl4_loop.thisRepN","pl4_loop.thisTrialN","pl4_loop.thisN","pl4_loop.thisIndex","pl4_loop.ran","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,150.9998,151.516,"k",0.7579,,"space","",,,2,"p_orange_gnome",2,9,"p_green_forest","p_blue_basket","p_pink_gnome",2,4,"p_yellow_forest","p_green_basket",4,0,0,1,"p_pink_gnome","p_yellow_forest","p_green_basket",31,4,0,8,1,1,2,"",,,0.7628,,"",,,,,,,,,,,"","",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,156.5925,157.1029,"k",0.8502,,"space","",,,1,"p_blue_gnome",1,9,"p_green_forest","p_blue_basket","p_green_gnome",1,4,"p_yellow_forest","p_green_basket",4,0,0,1,"p_green_gnome","p_yellow_forest","p_green_basket",35,4,1,9,0,1,1,"",,,0.645,,"",,,,,,,,,,,"","",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"space",24.9636,,187.1102,217.3916,0.684895833,-0.368489583,1,0,0,30.237,"t_advice_finished_typing_rect","space",18.9516,,237.8482,237.8487,"s",0.6804,,"space",0.8693,,1,"brown_gnomes",1,8,"bright_forest","red_basket","green_gnome",1,1,"dark_forest","yellow_basket",8,0,0,1,"brown_gnomes","bright_forest","red_basket",8,1,-2,0,0,0,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.6781,,"space",0.8996,,1,"brown_gnomes",1,9,"bright_forest","red_basket","green_gnome",1,1,"dark_forest","yellow_basket",9,0,0,1,"brown_gnomes","bright_forest","red_basket",17,-1,1,0,1,1,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",0.7458,,"space",0.5754,,1,"green_gnome",1,2,"dark_forest","yellow_basket","brown_gnomes",1,8,"bright_forest","red_basket",8,0,0,1,"brown_gnomes","bright_forest","red_basket",25,1,-1,1,0,2,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.6283,,"space",0.8068,,1,"brown_gnomes",1,9,"bright_forest","red_basket","green_gnome",1,1,"dark_forest","yellow_basket",9,0,0,1,"brown_gnomes","bright_forest","red_basket",34,-3,-1,1,1,3,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"s",1.4276,,"space",0.3224,,2,"purple_gnome",2,6,"bright_forest","red_basket","red_gnome",2,0,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","bright_forest","red_basket",40,5,0,2,0,4,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.7825,,"space",1.041,,1,"brown_gnomes",1,7,"bright_forest","red_basket","green_gnome",1,0,"dark_forest","yellow_basket",7,0,0,1,"brown_gnomes","bright_forest","red_basket",47,3,2,2,1,5,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"s",1.1104,,"space",1.3081,,2,"purple_gnome",2,8,"bright_forest","red_basket","red_gnome",2,2,"dark_forest","yellow_basket",8,0,0,1,"purple_gnome","bright_forest","red_basket",55,2,3,3,0,6,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.825,,"space",1.2214,,2,"purple_gnome",2,8,"bright_forest","red_basket","red_gnome",2,5,"dark_forest","yellow_basket",8,0,0,1,"purple_gnome","bright_forest","red_basket",63,1,3,3,1,7,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.7589,,"space",1.2221,,1,"brown_gnomes",1,9,"bright_forest","red_basket","green_gnome",1,8,"dark_forest","yellow_basket",9,0,0,1,"brown_gnomes","bright_forest","red_basket",72,0,-3,4,0,8,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",1.3164,,"space",0.911,,1,"green_gnome",1,5,"dark_forest","yellow_basket","brown_gnomes",1,9,"bright_forest","red_basket",9,0,0,1,"brown_gnomes","bright_forest","red_basket",81,2,0,4,1,9,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.9434,,"space",0.8229,,1,"brown_gnomes",1,7,"bright_forest","red_basket","green_gnome",1,5,"dark_forest","yellow_basket",7,0,0,1,"brown_gnomes","bright_forest","red_basket",88,-1,0,5,0,10,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.7934,,"",,,1,"brown_gnomes",1,6,"bright_forest","red_basket","green_gnome",1,5,"dark_forest","yellow_basket",0,0,1,0,"brown_gnomes","bright_forest","red_basket",88,-1,-2,5,1,11,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",1.3172,,"space",0.9418,,1,"green_gnome",1,3,"dark_forest","yellow_basket","brown_gnomes",1,5,"bright_forest","red_basket",5,0,0,1,"brown_gnomes","bright_forest","red_basket",93,2,0,6,0,12,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",0.7353,,"space",0.9516,,1,"green_gnome",1,3,"dark_forest","yellow_basket","brown_gnomes",1,7,"bright_forest","red_basket",7,0,0,1,"brown_gnomes","bright_forest","red_basket",100,-1,2,6,1,13,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"s",1.4869,,"space",1.0947,,2,"purple_gnome",2,6,"bright_forest","red_basket","red_gnome",2,5,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","bright_forest","red_basket",106,-4,0,7,0,14,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"s",0.8537,,"",,,2,"purple_gnome",2,2,"bright_forest","red_basket","red_gnome",2,5,"dark_forest","yellow_basket",0,0,1,0,"purple_gnome","bright_forest","red_basket",106,-3,0,7,1,15,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",0.9878,,"",,,1,"green_gnome",1,5,"dark_forest","yellow_basket","brown_gnomes",1,1,"bright_forest","red_basket",0,0,1,0,"brown_gnomes","bright_forest","red_basket",106,-1,-2,8,0,16,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"k",0.993,,"space",0.8161,,2,"red_gnome",2,3,"dark_forest","yellow_basket","purple_gnome",2,0,"bright_forest","red_basket",0,0,0,1,"purple_gnome","bright_forest","red_basket",106,0,-2,8,1,17,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,,,"",,,,,,,,,,,"","",,,,,"k",1.1304,,"space",0.5208,,1,"brown_gnomes",1,0,"bright_forest","red_basket","green_gnome",1,1,"dark_forest","yellow_basket",1,0,0,1,"green_gnome","dark_forest","yellow_basket",107,-1,1,9,0,18,0,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"k",1.2447,,"space",0.5369,,2,"red_gnome",2,2,"dark_forest","yellow_basket","purple_gnome",2,1,"bright_forest","red_basket",1,0,0,1,"purple_gnome","bright_forest","red_basket",108,-1,-1,9,1,19,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",440478,1,"2024-02-20_10h25.18.089","experiment","2023.2.3","Win32",55.24861878,"6169ea2f9163a46bf5f356e2","65d473f163fad2a70bb049f3","65d47dd18e13c15dc0ab4448","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,,,"",,,,,,,,,,,"","",,,,,"k",0.8809,,"space",0.6718,,2,"red_gnome",2,1,"dark_forest","yellow_basket","purple_gnome",2,0,"bright_forest","red_basket",0,0,0,1,"purple_gnome","bright_forest","red_basket",108,3,1,10,0,20,1,1,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,"",,,,,"","","","",,,,,,"",,,,,"",,,,,"","",,,,,,"",,,,,,,
