"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.829,,"space",0.649,,2,"purple_gnome",2,4,"dark_forest","red_basket","blue_gnome",2,6,"bright_forest","yellow_basket",4,0,0,1,"purple_gnome","dark_forest","red_basket",528,-2,1,6,2,50,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.809,,"space",0.956,,3,"brown_gnome",3,5,"dark_forest","red_basket","orange_gnome",3,4,"bright_forest","yellow_basket",5,0,0,1,"brown_gnome","dark_forest","red_basket",533,-5,-1,6,3,51,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.969,,"space",0.916,,1,"green_gnome",1,1,"bright_forest","yellow_basket","pink_gnome",1,4,"dark_forest","red_basket",5,0,0,1,"green_gnome","bright_forest","yellow_basket",538,-2,-1,6,4,52,4,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.356,,"space",1.025,,2,"blue_gnome",2,1,"bright_forest","yellow_basket","purple_gnome",2,3,"dark_forest","red_basket",5,0,0,1,"blue_gnome","bright_forest","yellow_basket",543,-1,2,6,5,53,5,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.443,,"space",0.812,,1,"green_gnome",1,0,"bright_forest","yellow_basket","pink_gnome",1,5,"dark_forest","red_basket",0,0,0,1,"green_gnome","bright_forest","yellow_basket",543,0,-1,6,6,54,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.866,,"",,,1,"pink_gnome",1,4,"dark_forest","red_basket","green_gnome",1,0,"bright_forest","yellow_basket",0,0,1,0,"pink_gnome","dark_forest","red_basket",543,0,-1,6,7,55,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.238,,"space",0.642,,1,"green_gnome",1,0,"bright_forest","yellow_basket","pink_gnome",1,3,"dark_forest","red_basket",0,0,0,1,"green_gnome","bright_forest","yellow_basket",543,-2,-2,7,0,56,4,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.793,,"space",0.704,,1,"green_gnome",1,2,"bright_forest","yellow_basket","pink_gnome",1,1,"dark_forest","red_basket",2,0,0,1,"green_gnome","bright_forest","yellow_basket",545,2,0,7,1,57,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.298,,"space",0.722,,1,"pink_gnome",1,1,"dark_forest","red_basket","green_gnome",1,4,"bright_forest","yellow_basket",20,0,0,1,"green_gnome","bright_forest","yellow_basket",565,1,2,7,2,58,4,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.922,,"space",0.671,,3,"brown_gnome",3,3,"dark_forest","red_basket","orange_gnome",3,5,"bright_forest","yellow_basket",15,0,0,1,"brown_gnome","dark_forest","red_basket",580,1,0,7,3,59,6,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.982,,"space",0.533,,4,"yellow_gnome",4,6,"bright_forest","yellow_basket","red_gnome",4,3,"dark_forest","red_basket",30,0,0,1,"yellow_gnome","bright_forest","yellow_basket",610,1,-2,7,4,60,7,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.187,,"space",0.837,,3,"orange_gnome",3,7,"bright_forest","yellow_basket","brown_gnome",3,1,"dark_forest","red_basket",7,0,0,1,"orange_gnome","bright_forest","yellow_basket",617,-1,0,7,5,61,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.353,,"space",0.631,,1,"green_gnome",1,6,"bright_forest","yellow_basket","pink_gnome",1,1,"dark_forest","red_basket",5,0,0,1,"pink_gnome","dark_forest","red_basket",622,1,-1,7,6,62,4,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.873,,"space",0.566,,4,"red_gnome",4,0,"dark_forest","red_basket","yellow_gnome",4,7,"bright_forest","yellow_basket",35,0,0,1,"yellow_gnome","bright_forest","yellow_basket",657,1,0,7,7,63,7,1,"space",16.021,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,,,,,,,,,"","",,,,,,,"","",,,"",,,"",,,2,"blue_gnome",2,8,"bright_forest","yellow_basket","purple_gnome",2,0,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",657,0,4,8,0,64,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.954,,"space",0.501,,1,"green_gnome",1,8,"bright_forest","yellow_basket","pink_gnome",1,4,"dark_forest","red_basket",4,0,0,1,"pink_gnome","dark_forest","red_basket",661,1,0,8,1,65,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.914,,"space",0.911,,3,"orange_gnome",3,9,"bright_forest","yellow_basket","brown_gnome",3,4,"dark_forest","red_basket",9,0,0,1,"orange_gnome","bright_forest","yellow_basket",670,0,-4,8,2,66,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.812,,"space",0.466,,3,"brown_gnome",3,0,"dark_forest","red_basket","orange_gnome",3,9,"bright_forest","yellow_basket",0,0,0,1,"brown_gnome","dark_forest","red_basket",670,1,0,8,3,67,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.919,,"space",0.363,,4,"red_gnome",4,0,"dark_forest","red_basket","yellow_gnome",4,8,"bright_forest","yellow_basket",40,0,0,1,"yellow_gnome","bright_forest","yellow_basket",710,2,-2,8,4,68,7,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.754,,"space",0.731,,4,"red_gnome",4,2,"dark_forest","red_basket","yellow_gnome",4,8,"bright_forest","yellow_basket",8,0,0,1,"yellow_gnome","bright_forest","yellow_basket",718,2,2,8,5,69,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.418,,"space",1.134,,2,"purple_gnome",2,4,"dark_forest","red_basket","blue_gnome",2,8,"bright_forest","yellow_basket",20,0,0,1,"purple_gnome","dark_forest","red_basket",738,-3,-2,8,6,70,5,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.863,,"space",1.212,,2,"purple_gnome",2,2,"dark_forest","red_basket","blue_gnome",2,5,"bright_forest","yellow_basket",10,0,0,1,"purple_gnome","dark_forest","red_basket",748,-2,2,8,7,71,5,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",654930,1,"2024-06-19_19h30.33.991","experiment","2023.2.3","Win32",15.01050736,"65a9239a58dbce6f4fa1d6af","6672e93b03029310057e1c76","66731cefeda403d3ecf562d0","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.132,,"space",1.023,,1,"green_gnome",1,3,"bright_forest","yellow_basket","pink_gnome",1,4,"dark_forest","red_basket",15,0,0,1,"green_gnome","bright_forest","yellow_basket",763,2,-1,9,0,72,4,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
