parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,k,0.458,,space,0.265,,1,blue_gnome,1,8,bright_forest,red_basket,red_gnome,1,8,dark_forest,yellow_basket,40,0,0,1,red_gnome,dark_forest,yellow_basket,956,-1,-2,6,0,48,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,k,0.692,,space,0.26,,3,purple_gnome,3,6,dark_forest,yellow_basket,brown_gnome,3,7,bright_forest,red_basket,35,0,0,1,brown_gnome,bright_forest,red_basket,991,1,1,6,1,49,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,s,0.458,,space,0.31,,1,blue_gnome,1,8,bright_forest,red_basket,red_gnome,1,7,dark_forest,yellow_basket,8,0,0,1,blue_gnome,bright_forest,red_basket,999,-1,0,6,2,50,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,k,0.546,,space,0.259,,2,orange_gnome,2,7,bright_forest,red_basket,green_gnome,2,7,dark_forest,yellow_basket,7,0,0,1,green_gnome,dark_forest,yellow_basket,1006,0,2,6,3,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,s,0.691,,space,0.348,,4,pink_gnome,4,7,bright_forest,red_basket,yellow_gnome,4,9,dark_forest,yellow_basket,7,0,0,1,pink_gnome,bright_forest,red_basket,1013,0,1,6,4,52,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,s,0.51,,space,0.244,,2,green_gnome,2,8,dark_forest,yellow_basket,orange_gnome,2,7,bright_forest,red_basket,8,0,0,1,green_gnome,dark_forest,yellow_basket,1021,-3,-2,6,5,53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,k,0.492,,space,0.296,,1,red_gnome,1,6,dark_forest,yellow_basket,blue_gnome,1,4,bright_forest,red_basket,4,0,0,1,blue_gnome,bright_forest,red_basket,1025,-2,4,6,6,54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,s,0.543,,space,0.26,,2,orange_gnome,2,2,bright_forest,red_basket,green_gnome,2,8,dark_forest,yellow_basket,10,0,0,1,orange_gnome,bright_forest,red_basket,1035,-2,0,6,7,55,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,s,0.508,,space,0.29,,1,red_gnome,1,8,dark_forest,yellow_basket,blue_gnome,1,0,bright_forest,red_basket,40,0,0,1,red_gnome,dark_forest,yellow_basket,1075,3,-1,7,0,56,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,k,0.46,,space,0.275,,4,yellow_gnome,4,7,dark_forest,yellow_basket,pink_gnome,4,3,bright_forest,red_basket,15,0,0,1,pink_gnome,bright_forest,red_basket,1090,-1,5,7,1,57,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,s,0.508,,space,0.208,,3,purple_gnome,3,6,dark_forest,yellow_basket,brown_gnome,3,2,bright_forest,red_basket,30,0,0,1,purple_gnome,dark_forest,yellow_basket,1120,5,0,7,2,58,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,s,0.509,,space,0.297,,3,purple_gnome,3,6,dark_forest,yellow_basket,brown_gnome,3,7,bright_forest,red_basket,6,0,0,1,purple_gnome,dark_forest,yellow_basket,1126,2,-1,7,3,59,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,k,0.498,,space,0.181,,3,purple_gnome,3,5,dark_forest,yellow_basket,brown_gnome,3,9,bright_forest,red_basket,45,0,0,1,brown_gnome,bright_forest,red_basket,1171,2,0,7,4,60,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,s,0.574,,space,0.206,,2,orange_gnome,2,7,bright_forest,red_basket,green_gnome,2,5,dark_forest,yellow_basket,7,0,0,1,orange_gnome,bright_forest,red_basket,1178,-2,1,7,5,61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,k,0.692,,space,0.258,,4,yellow_gnome,4,6,dark_forest,yellow_basket,pink_gnome,4,5,bright_forest,red_basket,5,0,0,1,pink_gnome,bright_forest,red_basket,1183,-2,4,7,6,62,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,s,0.563,,space,0.283,,3,brown_gnome,3,3,bright_forest,red_basket,purple_gnome,3,8,dark_forest,yellow_basket,15,0,0,1,brown_gnome,bright_forest,red_basket,1198,-1,0,7,7,63,6,1,space,175.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,s,0.81,,space,0.442,,4,pink_gnome,4,2,bright_forest,red_basket,yellow_gnome,4,8,dark_forest,yellow_basket,10,0,0,1,pink_gnome,bright_forest,red_basket,1208,-2,2,8,0,64,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,k,0.577,,space,0.315,,3,brown_gnome,3,0,bright_forest,red_basket,purple_gnome,3,8,dark_forest,yellow_basket,8,0,0,1,purple_gnome,dark_forest,yellow_basket,1216,-1,-1,8,1,65,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,k,0.642,,space,0.31,,2,green_gnome,2,7,dark_forest,yellow_basket,orange_gnome,2,1,bright_forest,red_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,1221,2,-3,8,2,66,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,k,0.776,,space,0.323,,3,purple_gnome,3,4,dark_forest,yellow_basket,brown_gnome,3,3,bright_forest,red_basket,3,0,0,1,brown_gnome,bright_forest,red_basket,1224,-1,2,8,3,67,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,k,0.727,,space,0.341,,3,purple_gnome,3,6,dark_forest,yellow_basket,brown_gnome,3,2,bright_forest,red_basket,2,0,0,1,brown_gnome,bright_forest,red_basket,1226,0,-1,8,4,68,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,s,0.676,,space,0.329,,2,orange_gnome,2,2,bright_forest,red_basket,green_gnome,2,5,dark_forest,yellow_basket,2,0,0,1,orange_gnome,bright_forest,red_basket,1228,1,1,8,5,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,s,0.576,,space,0.34,,1,blue_gnome,1,3,bright_forest,red_basket,red_gnome,1,6,dark_forest,yellow_basket,15,0,0,1,blue_gnome,bright_forest,red_basket,1243,3,-1,8,6,70,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,s,0.509,,space,0.341,,1,blue_gnome,1,6,bright_forest,red_basket,red_gnome,1,5,dark_forest,yellow_basket,30,0,0,1,blue_gnome,bright_forest,red_basket,1273,-1,1,8,7,71,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,s,0.876,,space,0.308,,3,brown_gnome,3,5,bright_forest,red_basket,purple_gnome,3,6,dark_forest,yellow_basket,25,0,0,1,brown_gnome,bright_forest,red_basket,1298,0,3,9,0,72,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269838,001,2024-06-18_18h42.29.858,experiment,2023.2.3,Win32,60.0240096,65bcba7abc3559a97b375589,667188dfe6b7144a6371082a,6671c6ee8bccb6f41fad5b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,s,0.61,,space,0.28,,1,red_gnome,1,9,dark_forest,yellow_basket,blue_gnome,1,5,bright_forest,red_basket,9,0,0,1,red_gnome,dark_forest,yellow_basket,1307,-2,3,9,1,73,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
