parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6362,,space,0.8102,,4,pink_gnome,4,6,dark_forest,yellow_basket,red_gnome,4,1,bright_forest,red_basket,5,0,0,1,red_gnome,bright_forest,red_basket,1089,6,-1,13,0,104,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5672,,space,0.3754,,4,red_gnome,4,7,bright_forest,red_basket,pink_gnome,4,5,dark_forest,yellow_basket,25,0,0,1,pink_gnome,dark_forest,yellow_basket,1114,1,-1,13,1,105,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.669,,space,0.7158,,2,blue_gnome,2,8,bright_forest,red_basket,brown_gnome,2,4,dark_forest,yellow_basket,4,0,0,1,brown_gnome,dark_forest,yellow_basket,1118,-1,0,13,2,106,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,blue_gnome,2,7,bright_forest,red_basket,brown_gnome,2,4,dark_forest,yellow_basket,0,1,0,0,,dark_forest,yellow_basket,1118,0,3,13,3,107,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8673,,space,0.7476,,4,red_gnome,4,7,bright_forest,red_basket,pink_gnome,4,7,dark_forest,yellow_basket,7,0,0,1,pink_gnome,dark_forest,yellow_basket,1125,-3,2,13,4,108,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7637,,space,0.5508,,2,blue_gnome,2,4,bright_forest,red_basket,brown_gnome,2,9,dark_forest,yellow_basket,4,0,0,1,blue_gnome,bright_forest,red_basket,1129,1,0,13,5,109,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8087,,space,0.4106,,2,brown_gnome,2,9,dark_forest,yellow_basket,blue_gnome,2,5,bright_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,1134,0,0,13,6,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6431,,space,0.4917,,4,pink_gnome,4,9,dark_forest,yellow_basket,red_gnome,4,5,bright_forest,red_basket,25,0,0,1,red_gnome,bright_forest,red_basket,1159,3,2,13,7,111,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.565,,,,,3,purple_gnome,3,7,dark_forest,yellow_basket,green_gnome,3,8,bright_forest,red_basket,0,0,1,0,green_gnome,bright_forest,red_basket,1159,1,2,14,0,112,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3673,,space,0.3869,,4,red_gnome,4,9,bright_forest,red_basket,pink_gnome,4,9,dark_forest,yellow_basket,9,0,0,1,pink_gnome,dark_forest,yellow_basket,1168,2,0,14,1,113,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6142,,space,1.0727,,1,orange_gnome,1,9,dark_forest,yellow_basket,yellow_gnome,1,7,bright_forest,red_basket,35,0,0,1,yellow_gnome,bright_forest,red_basket,1203,-4,-1,14,2,114,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6188,,space,0.5102,,1,orange_gnome,1,8,dark_forest,yellow_basket,yellow_gnome,1,3,bright_forest,red_basket,3,0,0,1,yellow_gnome,bright_forest,red_basket,1206,-2,-3,14,3,115,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6033,,space,0.4689,,3,green_gnome,3,1,bright_forest,red_basket,purple_gnome,3,5,dark_forest,yellow_basket,25,0,0,1,purple_gnome,dark_forest,yellow_basket,1231,-2,0,14,4,116,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.758,,space,0.5074,,4,red_gnome,4,1,bright_forest,red_basket,pink_gnome,4,5,dark_forest,yellow_basket,5,0,0,1,pink_gnome,dark_forest,yellow_basket,1236,-1,-1,14,5,117,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.3227,,space,0.5387,,3,purple_gnome,3,4,dark_forest,yellow_basket,green_gnome,3,0,bright_forest,red_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,1240,1,0,14,6,118,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.044,,space,0.5759,,4,pink_gnome,4,4,dark_forest,yellow_basket,red_gnome,4,1,bright_forest,red_basket,5,0,0,1,red_gnome,bright_forest,red_basket,1245,-1,-2,14,7,119,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8927,,,,,2,brown_gnome,2,2,dark_forest,yellow_basket,blue_gnome,2,0,bright_forest,red_basket,0,0,1,0,blue_gnome,bright_forest,red_basket,1245,0,2,15,0,120,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8218,,space,0.5131,,4,red_gnome,4,0,bright_forest,red_basket,pink_gnome,4,4,dark_forest,yellow_basket,0,0,0,1,red_gnome,bright_forest,red_basket,1245,2,1,15,1,121,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3617,,space,0.5052,,2,brown_gnome,2,5,dark_forest,yellow_basket,blue_gnome,2,2,bright_forest,red_basket,10,0,0,1,blue_gnome,bright_forest,red_basket,1255,1,3,15,2,122,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3131,,space,0.4692,,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,8,dark_forest,yellow_basket,8,0,0,1,purple_gnome,dark_forest,yellow_basket,1263,0,1,15,3,123,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6002,,space,0.539,,2,brown_gnome,2,9,dark_forest,yellow_basket,blue_gnome,2,3,bright_forest,red_basket,3,0,0,1,blue_gnome,bright_forest,red_basket,1266,0,0,15,4,124,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5631,,space,0.771,,2,brown_gnome,2,9,dark_forest,yellow_basket,blue_gnome,2,3,bright_forest,red_basket,3,0,0,1,blue_gnome,bright_forest,red_basket,1269,0,4,15,5,125,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.517,,space,0.7516,,1,orange_gnome,1,5,dark_forest,yellow_basket,yellow_gnome,1,3,bright_forest,red_basket,3,0,0,1,yellow_gnome,bright_forest,red_basket,1272,-1,0,15,6,126,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102089,001,2024-11-25_12h20.49.240,experiment,2023.2.3,Win32,39.68253968,65d9f7d2bd4d3cddb74feb06,67446fa89e86ac01e4128331,6744aef0f3f5833f1f25614f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6174,,space,0.7782,,2,brown_gnome,2,5,dark_forest,yellow_basket,blue_gnome,2,2,bright_forest,red_basket,2,0,0,1,blue_gnome,bright_forest,red_basket,1274,-2,3,15,7,127,1,1,space,122.0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
