parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.893,,space,0.108,,3,brown_gnome,3,4,dark_forest,red_basket,orange_gnome,3,4,bright_forest,yellow_basket,20,0,0,1,brown_gnome,dark_forest,red_basket,2530,-3,-1,19,4,156,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.73,,space,0.126,,3,orange_gnome,3,1,bright_forest,yellow_basket,brown_gnome,3,3,dark_forest,red_basket,1,0,0,1,orange_gnome,bright_forest,yellow_basket,2531,1,-1,19,5,157,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.609,,space,0.273,,4,yellow_gnome,4,2,bright_forest,yellow_basket,red_gnome,4,2,dark_forest,red_basket,2,0,0,1,red_gnome,dark_forest,red_basket,2533,1,5,19,6,158,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.813,,space,0.226,,3,brown_gnome,3,7,dark_forest,red_basket,orange_gnome,3,3,bright_forest,yellow_basket,15,0,0,1,orange_gnome,bright_forest,yellow_basket,2548,0,-3,19,7,159,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.66,,space,0.142,,2,blue_gnome,2,3,bright_forest,yellow_basket,purple_gnome,2,4,dark_forest,red_basket,20,0,0,1,purple_gnome,dark_forest,red_basket,2568,1,-2,20,0,160,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.777,,space,0.211,,1,green_gnome,1,4,bright_forest,yellow_basket,pink_gnome,1,2,dark_forest,red_basket,2,0,0,1,pink_gnome,dark_forest,red_basket,2570,-2,0,20,1,161,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.81,,space,0.079,,2,blue_gnome,2,2,bright_forest,yellow_basket,purple_gnome,2,2,dark_forest,red_basket,10,0,0,1,blue_gnome,bright_forest,yellow_basket,2580,2,2,20,2,162,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.743,,space,0.096,,4,yellow_gnome,4,4,bright_forest,yellow_basket,red_gnome,4,4,dark_forest,red_basket,4,0,0,1,yellow_gnome,bright_forest,yellow_basket,2584,-2,-2,20,3,163,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.861,,space,0.226,,2,blue_gnome,2,2,bright_forest,yellow_basket,purple_gnome,2,2,dark_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,red_basket,2586,0,1,20,4,164,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.663,,space,0.257,,2,blue_gnome,2,2,bright_forest,yellow_basket,purple_gnome,2,3,dark_forest,red_basket,10,0,0,1,blue_gnome,bright_forest,yellow_basket,2596,0,-1,20,5,165,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.175,,space,0.039,,2,purple_gnome,2,2,dark_forest,red_basket,blue_gnome,2,2,bright_forest,yellow_basket,10,0,0,1,purple_gnome,dark_forest,red_basket,2606,1,1,20,6,166,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.96,,space,0.257,,4,red_gnome,4,3,dark_forest,red_basket,yellow_gnome,4,3,bright_forest,yellow_basket,15,0,0,1,red_gnome,dark_forest,red_basket,2621,2,4,20,7,167,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.893,,space,0.083,,3,orange_gnome,3,5,bright_forest,yellow_basket,brown_gnome,3,7,dark_forest,red_basket,25,0,0,1,orange_gnome,bright_forest,yellow_basket,2646,-1,0,21,0,168,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.709,,space,0.091,,2,purple_gnome,2,7,dark_forest,red_basket,blue_gnome,2,4,bright_forest,yellow_basket,4,0,0,1,blue_gnome,bright_forest,yellow_basket,2650,0,-1,21,1,169,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.626,,space,0.126,,3,brown_gnome,3,6,dark_forest,red_basket,orange_gnome,3,4,bright_forest,yellow_basket,20,0,0,1,orange_gnome,bright_forest,yellow_basket,2670,3,-1,21,2,170,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.428,,space,0.095,,4,yellow_gnome,4,7,bright_forest,yellow_basket,red_gnome,4,5,dark_forest,red_basket,7,0,0,1,yellow_gnome,bright_forest,yellow_basket,2677,-1,-1,21,3,171,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.763,,space,0.125,,1,pink_gnome,1,4,dark_forest,red_basket,green_gnome,1,6,bright_forest,yellow_basket,30,0,0,1,green_gnome,bright_forest,yellow_basket,2707,1,3,21,4,172,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.629,,space,0.245,,4,yellow_gnome,4,7,bright_forest,yellow_basket,red_gnome,4,7,dark_forest,red_basket,7,0,0,1,yellow_gnome,bright_forest,yellow_basket,2714,-2,1,21,5,173,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.66,,space,0.194,,4,red_gnome,4,8,dark_forest,red_basket,yellow_gnome,4,5,bright_forest,yellow_basket,5,0,0,1,yellow_gnome,bright_forest,yellow_basket,2719,0,-1,21,6,174,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.593,,space,0.244,,3,orange_gnome,3,5,bright_forest,yellow_basket,brown_gnome,3,7,dark_forest,red_basket,25,0,0,1,orange_gnome,bright_forest,yellow_basket,2744,1,-1,21,7,175,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.542,,space,0.108,,3,brown_gnome,3,6,dark_forest,red_basket,orange_gnome,3,6,bright_forest,yellow_basket,6,0,0,1,brown_gnome,dark_forest,red_basket,2750,-1,-1,22,0,176,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.975,,space,0.092,,4,red_gnome,4,5,dark_forest,red_basket,yellow_gnome,4,5,bright_forest,yellow_basket,25,0,0,1,red_gnome,dark_forest,red_basket,2775,0,-3,22,1,177,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.578,,space,0.258,,2,purple_gnome,2,2,dark_forest,red_basket,blue_gnome,2,5,bright_forest,yellow_basket,10,0,0,1,purple_gnome,dark_forest,red_basket,2785,1,-4,22,2,178,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.31,,space,0.208,,4,yellow_gnome,4,6,bright_forest,yellow_basket,red_gnome,4,2,dark_forest,red_basket,30,0,0,1,yellow_gnome,bright_forest,yellow_basket,2815,0,2,22,3,179,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737884,001,2024-07-08_18h11.26.203,experiment,2023.2.3,Win32,60.09615385,66842ddcf6f89acb5d73650b,668c1547be011bd7a11e18e8,668c29c7cb7c89ec72504a35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.236,,space,0.254,,2,blue_gnome,2,6,bright_forest,yellow_basket,purple_gnome,2,4,dark_forest,red_basket,30,0,0,1,blue_gnome,bright_forest,yellow_basket,2845,-1,1,22,4,180,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
