parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.6976,,space,0.2815,,1,purple_gnome,1,5,bright_forest,yellow_basket,blue_gnome,1,3,dark_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,yellow_basket,437,1,1,19,2,78,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.6484,,space,0.3047,,4,green_gnome,4,4,dark_forest,red_basket,orange_gnome,4,6,bright_forest,yellow_basket,4,0,0,1,green_gnome,dark_forest,red_basket,441,-1,-5,19,3,79,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.8319,,space,0.2723,,1,purple_gnome,1,5,bright_forest,yellow_basket,blue_gnome,1,1,dark_forest,red_basket,1,0,0,1,blue_gnome,dark_forest,red_basket,442,-5,-2,20,0,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.4071,,space,0.2707,,2,yellow_gnome,2,1,dark_forest,red_basket,red_gnome,2,0,bright_forest,yellow_basket,1,0,0,1,yellow_gnome,dark_forest,red_basket,443,-2,1,20,1,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,1.1878,,space,0.3544,,4,green_gnome,4,2,dark_forest,red_basket,orange_gnome,4,2,bright_forest,yellow_basket,2,0,0,1,orange_gnome,bright_forest,yellow_basket,445,1,1,20,2,82,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.5823,,space,0.4486,,3,pink_gnome,3,3,dark_forest,red_basket,brown_gnome,3,3,bright_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,448,1,-2,20,3,83,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.632,,space,0.3321,,2,red_gnome,2,4,bright_forest,yellow_basket,yellow_gnome,2,1,dark_forest,red_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,452,2,-6,21,0,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.5971,,space,0.3232,,2,yellow_gnome,2,5,dark_forest,red_basket,red_gnome,2,6,bright_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,458,2,-2,21,1,85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.6153,,space,0.3065,,3,pink_gnome,3,3,dark_forest,red_basket,brown_gnome,3,8,bright_forest,yellow_basket,8,0,0,1,brown_gnome,bright_forest,yellow_basket,466,3,-1,21,2,86,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.6152,,space,0.4901,,2,yellow_gnome,2,2,dark_forest,red_basket,red_gnome,2,7,bright_forest,yellow_basket,7,0,0,1,red_gnome,bright_forest,yellow_basket,473,4,0,21,3,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.8976,,space,0.3235,,3,brown_gnome,3,7,bright_forest,yellow_basket,pink_gnome,3,2,dark_forest,red_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,480,-1,-3,22,0,88,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.6879,,space,0.34,,3,pink_gnome,3,1,dark_forest,red_basket,brown_gnome,3,6,bright_forest,yellow_basket,6,0,0,1,brown_gnome,bright_forest,yellow_basket,486,-2,0,22,1,89,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.7816,,space,0.3038,,2,red_gnome,2,4,bright_forest,yellow_basket,yellow_gnome,2,1,dark_forest,red_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,490,1,2,22,2,90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.6547,,space,0.3156,,1,blue_gnome,1,3,dark_forest,red_basket,purple_gnome,1,5,bright_forest,yellow_basket,3,0,0,1,blue_gnome,dark_forest,red_basket,493,-1,-5,22,3,91,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.6055,,space,0.3316,,3,brown_gnome,3,4,bright_forest,yellow_basket,pink_gnome,3,2,dark_forest,red_basket,4,0,0,1,brown_gnome,bright_forest,yellow_basket,497,0,0,23,0,92,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.6819,,space,0.3044,,1,blue_gnome,1,2,dark_forest,red_basket,purple_gnome,1,4,bright_forest,yellow_basket,2,0,0,1,blue_gnome,dark_forest,red_basket,499,-1,1,23,1,93,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.6557,,space,0.3225,,2,yellow_gnome,2,3,dark_forest,red_basket,red_gnome,2,3,bright_forest,yellow_basket,3,0,0,1,red_gnome,bright_forest,yellow_basket,502,-3,0,23,2,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.62,,space,0.3528,,3,pink_gnome,3,3,dark_forest,red_basket,brown_gnome,3,0,bright_forest,yellow_basket,0,0,0,1,brown_gnome,bright_forest,yellow_basket,502,1,1,23,3,95,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.8148,,space,0.3049,,4,orange_gnome,4,1,bright_forest,yellow_basket,green_gnome,4,4,dark_forest,red_basket,4,0,0,1,green_gnome,dark_forest,red_basket,506,-2,2,24,0,96,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.5573,,space,0.3218,,1,blue_gnome,1,6,dark_forest,red_basket,purple_gnome,1,1,bright_forest,yellow_basket,6,0,0,1,blue_gnome,dark_forest,red_basket,512,-2,-2,24,1,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.5257,,space,0.354,,2,red_gnome,2,1,bright_forest,yellow_basket,yellow_gnome,2,4,dark_forest,red_basket,4,0,0,1,yellow_gnome,dark_forest,red_basket,516,1,0,24,2,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.6541,,space,0.2969,,4,orange_gnome,4,2,bright_forest,yellow_basket,green_gnome,4,4,dark_forest,red_basket,4,0,0,1,green_gnome,dark_forest,red_basket,520,1,1,24,3,99,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.6756,,space,0.3308,,4,orange_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,5,dark_forest,red_basket,3,0,0,1,orange_gnome,bright_forest,yellow_basket,523,-3,0,25,0,100,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.5889,,space,0.3375,,4,green_gnome,4,5,dark_forest,red_basket,orange_gnome,4,0,bright_forest,yellow_basket,0,0,0,1,orange_gnome,bright_forest,yellow_basket,523,-1,0,25,1,101,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.6824,,space,0.3809,,4,orange_gnome,4,1,bright_forest,yellow_basket,green_gnome,4,5,dark_forest,red_basket,1,0,0,1,orange_gnome,bright_forest,yellow_basket,524,1,-2,25,2,102,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.4746,,space,0.3047,,3,pink_gnome,3,3,dark_forest,red_basket,brown_gnome,3,2,bright_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,527,1,-4,25,3,103,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493639,001,2024-04-30_18h22.58.131,experiment,2023.2.3,MacIntel,59.52380952,5dbeff1694f30b3a8f57dfd9,6630f6b0d0ff2b1a0cb210e1,663128e1f67790fcac8d97f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.4969,,space,0.3325,,4,orange_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,1,dark_forest,red_basket,3,0,0,1,orange_gnome,bright_forest,yellow_basket,530,-2,3,26,0,104,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
