parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8631,,space,1,red_gnome,1,7,bright_forest,yellow_basket,orange_gnome,1,8,dark_forest,red_basket,7,0,0,1,red_gnome,bright_forest,yellow_basket,236,-1,-1,1,4,12,0,1,0.3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8989,,space,2,pink_gnome,2,7,dark_forest,red_basket,blue_gnome,2,6,bright_forest,yellow_basket,35,0,0,1,pink_gnome,dark_forest,red_basket,271,1,-2,1,5,13,5,1,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9611,,space,3,purple_gnome,3,7,bright_forest,yellow_basket,yellow_gnome,3,5,dark_forest,red_basket,35,0,0,1,purple_gnome,bright_forest,yellow_basket,306,-1,0,1,6,14,6,1,0.2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9718,,space,1,red_gnome,1,6,bright_forest,yellow_basket,orange_gnome,1,5,dark_forest,red_basket,25,0,0,1,orange_gnome,dark_forest,red_basket,331,1,-4,1,7,15,4,1,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6006,,space,4,brown_gnome,4,7,bright_forest,yellow_basket,green_gnome,4,1,dark_forest,red_basket,35,0,0,1,brown_gnome,bright_forest,yellow_basket,366,1,0,2,0,16,7,1,0.2809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9645,,space,1,red_gnome,1,8,bright_forest,yellow_basket,orange_gnome,1,1,dark_forest,red_basket,1,0,0,1,orange_gnome,dark_forest,red_basket,367,2,-1,2,1,17,0,1,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8983,,space,1,orange_gnome,1,0,dark_forest,red_basket,red_gnome,1,8,bright_forest,yellow_basket,0,0,0,1,orange_gnome,dark_forest,red_basket,367,-3,-1,2,2,18,0,1,0.3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4295,,space,2,blue_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,1,dark_forest,red_basket,1,0,0,1,pink_gnome,dark_forest,red_basket,368,-2,3,2,3,19,1,1,0.3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6912,,space,4,green_gnome,4,4,dark_forest,red_basket,brown_gnome,4,3,bright_forest,yellow_basket,3,0,0,1,brown_gnome,bright_forest,yellow_basket,371,0,0,2,4,20,3,1,0.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1514,,space,4,brown_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,4,dark_forest,red_basket,20,0,0,1,green_gnome,dark_forest,red_basket,391,1,1,2,5,21,7,1,0.3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9479,,space,1,red_gnome,1,4,bright_forest,yellow_basket,orange_gnome,1,5,dark_forest,red_basket,20,0,0,1,red_gnome,bright_forest,yellow_basket,411,3,0,2,6,22,4,1,0.4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4078,,space,2,blue_gnome,2,7,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,25,0,0,1,pink_gnome,dark_forest,red_basket,436,-3,4,2,7,23,5,1,0.6819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7655,,,3,purple_gnome,3,4,bright_forest,yellow_basket,yellow_gnome,3,9,dark_forest,red_basket,0,0,1,0,purple_gnome,bright_forest,yellow_basket,436,-3,-4,3,0,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5161,,space,2,blue_gnome,2,1,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,5,0,0,1,pink_gnome,dark_forest,red_basket,441,0,-1,3,1,25,1,1,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8398,,space,1,red_gnome,1,1,bright_forest,yellow_basket,orange_gnome,1,4,dark_forest,red_basket,1,0,0,1,red_gnome,bright_forest,yellow_basket,442,-1,0,3,2,26,0,1,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6456,,space,4,brown_gnome,4,0,bright_forest,yellow_basket,green_gnome,4,4,dark_forest,red_basket,0,0,0,1,brown_gnome,bright_forest,yellow_basket,442,-1,3,3,3,27,3,1,0.2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8641,,space,4,green_gnome,4,7,dark_forest,red_basket,brown_gnome,4,1,bright_forest,yellow_basket,35,0,0,1,green_gnome,dark_forest,red_basket,477,2,-1,3,4,28,7,1,0.3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7617,,space,4,brown_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,6,dark_forest,red_basket,30,0,0,1,green_gnome,dark_forest,red_basket,507,2,0,3,5,29,7,1,0.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7152,,space,4,brown_gnome,4,5,bright_forest,yellow_basket,green_gnome,4,6,dark_forest,red_basket,6,0,0,1,green_gnome,dark_forest,red_basket,513,0,-2,3,6,30,3,1,0.4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.545,,space,2,blue_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,4,dark_forest,red_basket,4,0,0,1,pink_gnome,dark_forest,red_basket,517,1,-2,3,7,31,1,1,0.3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6153,,space,2,pink_gnome,2,2,dark_forest,red_basket,blue_gnome,2,6,bright_forest,yellow_basket,10,0,0,1,pink_gnome,dark_forest,red_basket,527,0,1,4,0,32,5,1,0.3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5092,,space,2,pink_gnome,2,3,dark_forest,red_basket,blue_gnome,2,6,bright_forest,yellow_basket,15,0,0,1,pink_gnome,dark_forest,red_basket,542,-4,-1,4,1,33,5,1,0.3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.912,,space,3,purple_gnome,3,2,bright_forest,yellow_basket,yellow_gnome,3,2,dark_forest,red_basket,2,0,0,1,purple_gnome,bright_forest,yellow_basket,544,-2,-4,4,2,34,2,1,0.6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7633,,space,3,purple_gnome,3,0,bright_forest,yellow_basket,yellow_gnome,3,2,dark_forest,red_basket,10,0,0,1,yellow_gnome,dark_forest,red_basket,554,-1,-1,4,3,35,6,1,0.2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853062,001,2024-11-06_17h22.50.501,experiment,2023.2.3,Win32,144.9275362,5f341e306c067e1255643375,672b928d7ee8c8ad18e9ad28,672ba5ad2bc81217689f525e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9954,,space,3,yellow_gnome,3,1,dark_forest,red_basket,purple_gnome,3,1,bright_forest,yellow_basket,5,0,0,1,yellow_gnome,dark_forest,red_basket,559,0,-2,4,4,36,6,1,0.3446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
